project_type,client_industry,complexity_level,client_tier,estimated_timeline_weeks,team_size,estimated_modules,estimated_features,estimated_hours,quoted_cost,final_    billed_amount
Web App,Manufacturing,Medium,SMB,11,3,44,148,1287,2469427.0,2940847.0
Mobile App,Healthcare,High,Startup,21,14,45,33,9996,15669754.0,18847627.0
ERP,E-commerce,Medium,Enterprise,20,13,29,36,10140,41190168.0,43017072.0
Mobile App,Healthcare,Medium,Enterprise,10,13,38,29,4420,8685243.0,10463271.0
ERP,SaaS,Medium,Startup,23,7,20,167,5957,8033432.0,9230280.0
Data Pipeline,Manufacturing,Low,Startup,5,4,28,195,820,1663444.0,1861254.0
Web App,Healthcare,Medium,SMB,9,5,9,60,1845,3295841.0,3859274.0
Data Pipeline,Manufacturing,High,Startup,21,4,48,101,3276,7353074.0,7244127.0
Mobile App,Education,Medium,SMB,21,4,27,125,2520,4940365.0,5420301.0
AI Solution,SaaS,Low,Enterprise,19,11,40,179,8778,11041079.0,12322587.0
Web App,Healthcare,Medium,Startup,6,11,19,94,2904,3179957.0,3857982.0
AI Solution,E-commerce,High,SMB,13,11,38,37,6006,12407901.0,11624018.0
Mobile App,Healthcare,Medium,SMB,13,7,21,41,3640,5887650.0,6300735.0
AI Solution,Education,Medium,SMB,7,7,13,40,2009,2713925.0,3345012.0
AI Solution,Healthcare,High,SMB,8,4,31,27,1216,4542739.0,4425359.0
AI Solution,SaaS,Low,SMB,22,10,32,100,8580,8277452.0,9828656.0
AI Solution,Manufacturing,Medium,Startup,23,11,33,105,7843,12149037.0,12700931.0
Data Pipeline,Healthcare,Low,Enterprise,26,5,7,104,4420,10936623.0,10422401.0
AI Solution,Education,Low,Startup,16,11,48,31,6160,5752899.0,5999020.0
ERP,E-commerce,High,Enterprise,27,10,38,58,10260,22455556.0,26402286.0
Web App,Healthcare,Medium,SMB,8,3,14,145,792,2126991.0,2555112.0
Web App,Education,High,Enterprise,8,3,29,72,816,2897389.0,3193726.0
ERP,E-commerce,High,SMB,18,5,38,183,2880,9751265.0,8874115.0
Data Pipeline,Manufacturing,Medium,Startup,25,5,44,22,3875,7193526.0,7035246.0
ERP,SaaS,Medium,Startup,18,4,28,129,2664,5831759.0,7165965.0
Web App,Manufacturing,Medium,SMB,14,4,32,93,1736,3495854.0,4320568.0
Data Pipeline,Education,Medium,Enterprise,15,10,36,163,6300,8991226.0,9866163.0
ERP,E-commerce,Low,SMB,9,10,5,95,3510,5356338.0,5237314.0
Mobile App,Manufacturing,High,Startup,24,3,30,109,2664,5459209.0,6538594.0
Data Pipeline,FinTech,Medium,Startup,25,8,45,168,6600,13389821.0,13574222.0
Data Pipeline,E-commerce,Medium,Startup,7,2,40,195,504,1687049.0,1877150.0
Web App,SaaS,Low,SMB,29,2,28,95,2262,3708594.0,4195166.0
Data Pipeline,FinTech,Low,SMB,12,5,43,109,2220,4586335.0,4263697.0
Web App,Healthcare,Medium,Startup,19,5,41,155,2850,6280065.0,6067159.0
Mobile App,Education,Medium,Enterprise,4,7,22,193,952,2289560.0,2835569.0
Data Pipeline,Education,Medium,SMB,24,8,49,174,5760,9132173.0,9794409.0
Web App,SaaS,Medium,SMB,9,13,12,74,5031,12475769.0,13587714.0
AI Solution,FinTech,Medium,Enterprise,16,4,41,147,2560,17812023.0,18240822.0
AI Solution,Education,Low,SMB,14,6,25,65,2940,4185740.0,4297927.0
Data Pipeline,FinTech,Medium,Enterprise,11,6,34,134,2442,7325362.0,7195692.0
ERP,E-commerce,Medium,SMB,19,8,17,141,6232,9843371.0,10574233.0
AI Solution,Education,High,SMB,17,3,24,115,1785,5393777.0,5478486.0
Mobile App,Education,Medium,SMB,24,3,44,136,2880,5678919.0,5407035.0
Web App,Manufacturing,Low,SMB,7,3,44,161,693,1508637.0,1601473.0
Data Pipeline,Healthcare,Low,Enterprise,6,2,19,72,480,2109817.0,2426276.0
Data Pipeline,FinTech,High,Startup,26,12,7,36,13416,22021046.0,21875452.0
ERP,SaaS,Medium,SMB,29,9,38,78,8091,13493902.0,15857158.0
ERP,E-commerce,Medium,Enterprise,6,13,34,28,2652,8267897.0,7590092.0
AI Solution,E-commerce,Medium,Startup,18,12,35,122,9504,29071451.0,28341886.0
AI Solution,Manufacturing,Medium,Enterprise,24,2,30,155,1488,8035160.0,9112193.0
AI Solution,SaaS,Medium,Enterprise,5,3,21,157,465,2286070.0,2557134.0
Web App,Education,Medium,Enterprise,5,4,16,114,840,2241712.0,2178345.0
AI Solution,Education,Medium,Enterprise,10,9,12,37,3420,5765009.0,6722549.0
Web App,FinTech,Medium,Startup,7,7,28,97,1862,5214990.0,5330312.0
ERP,SaaS,Low,SMB,4,12,10,149,2016,2383571.0,2970819.0
Data Pipeline,Manufacturing,Low,SMB,26,14,22,132,13832,14284933.0,15877728.0
Data Pipeline,E-commerce,Low,Startup,10,4,21,81,1480,2233095.0,2772959.0
Data Pipeline,Healthcare,Low,SMB,10,10,41,161,3300,5278940.0,5451834.0
Web App,Education,Medium,Startup,12,13,35,36,5304,6598445.0,6240984.0
Mobile App,Education,Low,Enterprise,18,13,17,61,7722,10979831.0,11290014.0
Web App,Education,Medium,SMB,14,9,35,151,4032,7168431.0,6619232.0
Mobile App,SaaS,Medium,Enterprise,24,12,14,95,12384,19527824.0,17755787.0
Web App,FinTech,High,SMB,7,7,26,51,1911,5045627.0,5602723.0
AI Solution,Healthcare,High,Startup,23,13,7,90,9867,22977130.0,22690852.0
Mobile App,Healthcare,Medium,SMB,11,12,19,195,3960,9014696.0,9960644.0
AI Solution,Manufacturing,Medium,SMB,10,5,28,74,1950,3930833.0,4187633.0
ERP,Healthcare,Medium,Startup,7,7,30,132,1764,4081954.0,4066750.0
Web App,SaaS,High,Enterprise,11,6,45,166,2772,6623253.0,7534806.0
AI Solution,FinTech,Medium,Startup,24,11,35,58,10824,18585097.0,17284801.0
ERP,Manufacturing,High,Startup,29,8,43,114,7888,13662158.0,16797040.0
ERP,E-commerce,Medium,SMB,16,7,12,34,3360,7277873.0,8609533.0
Data Pipeline,FinTech,High,Enterprise,16,5,31,92,2720,13236245.0,12587680.0
ERP,Healthcare,Low,Enterprise,6,7,28,186,1470,3999741.0,4142518.0
Web App,Education,Medium,SMB,17,14,14,51,7140,11464561.0,10682341.0
AI Solution,Manufacturing,Medium,Startup,15,10,42,64,5850,7502604.0,8063033.0
AI Solution,Manufacturing,Low,Startup,10,11,40,133,4400,5169536.0,4763040.0
Data Pipeline,Education,Medium,Startup,20,11,31,136,8360,9211574.0,9315042.0
Web App,Manufacturing,Medium,Startup,22,5,21,70,3520,5154791.0,5925785.0
Web App,Healthcare,Medium,Startup,20,4,38,59,3040,5500839.0,5368897.0
Data Pipeline,SaaS,High,Startup,15,10,13,122,6450,10331084.0,10014178.0
Mobile App,Education,Low,Startup,22,5,27,46,4730,4522156.0,4676060.0
Mobile App,SaaS,High,Enterprise,26,2,38,53,1716,6706207.0,7327733.0
Data Pipeline,FinTech,Medium,Startup,24,14,41,45,13104,20398277.0,21011177.0
Data Pipeline,SaaS,High,SMB,4,7,15,181,1008,2676009.0,2862637.0
ERP,SaaS,Medium,SMB,27,14,31,68,11340,38927242.0,36456828.0
Web App,Education,Low,SMB,24,2,37,99,1488,3769262.0,4583697.0
AI Solution,SaaS,High,SMB,28,4,21,37,4592,11480862.0,11044087.0
Mobile App,Manufacturing,Low,Startup,18,11,9,135,6732,8252090.0,8520618.0
ERP,Education,Medium,Startup,15,2,24,195,1290,6855017.0,8018800.0
AI Solution,FinTech,High,Startup,13,3,30,144,1287,5842974.0,5842006.0
Data Pipeline,Education,Medium,SMB,27,5,39,135,4725,7274399.0,8573228.0
Mobile App,SaaS,Medium,Startup,23,5,42,55,4140,5439886.0,6233607.0
Mobile App,Manufacturing,High,SMB,17,11,43,113,7293,12644778.0,14396254.0
Mobile App,FinTech,High,SMB,19,9,24,34,5472,15335392.0,16861324.0
Data Pipeline,Healthcare,High,SMB,27,9,18,89,10449,54186926.0,50101703.0
AI Solution,Education,Medium,SMB,24,11,24,163,8448,21588260.0,25506907.0
Web App,FinTech,Low,Startup,12,13,8,154,6708,6961059.0,7827017.0
Mobile App,Healthcare,Medium,Startup,6,10,13,36,2040,4714401.0,5635963.0
AI Solution,Healthcare,Medium,Startup,13,8,23,198,3328,5938087.0,7392039.0
ERP,SaaS,Medium,Startup,19,11,22,127,8360,12044561.0,11441862.0
Data Pipeline,Manufacturing,Low,Startup,7,14,46,68,4214,3868482.0,3841772.0
Web App,SaaS,Medium,Startup,7,11,46,128,3388,3658191.0,4271756.0
Data Pipeline,SaaS,Medium,Startup,12,9,17,33,4428,4327285.0,5369375.0
AI Solution,SaaS,High,Enterprise,8,11,33,115,3872,8886741.0,9952365.0
ERP,E-commerce,Medium,SMB,15,9,14,68,4050,9942397.0,9446804.0
Web App,Education,Medium,Startup,23,14,25,138,11914,11368780.0,12241219.0
AI Solution,SaaS,Medium,Startup,10,6,15,144,2640,14075978.0,15776751.0
Web App,Education,Medium,Startup,8,2,19,109,512,1339588.0,1398675.0
AI Solution,SaaS,High,Startup,18,11,22,67,7524,13019936.0,12134296.0
Mobile App,Manufacturing,Medium,SMB,19,6,33,153,3648,8722598.0,9959821.0
Web App,Manufacturing,Low,Enterprise,8,12,42,195,3840,4731534.0,5488685.0
Mobile App,SaaS,Medium,SMB,17,4,36,62,2244,4457195.0,5354272.0
Mobile App,E-commerce,Medium,SMB,12,8,15,116,3168,6039958.0,5819413.0
Mobile App,E-commerce,Medium,Enterprise,21,12,16,22,7812,15483533.0,18871316.0
AI Solution,E-commerce,Medium,Enterprise,23,9,44,92,8694,14311051.0,17548455.0
Mobile App,Healthcare,High,Startup,4,6,14,72,1032,2621896.0,2921646.0
AI Solution,Healthcare,High,Startup,14,11,21,55,6006,13557768.0,12394708.0
Mobile App,E-commerce,Medium,Startup,4,4,25,61,480,1839386.0,1817344.0
Web App,Healthcare,Low,SMB,13,12,15,25,5304,8575627.0,7962934.0
AI Solution,SaaS,Medium,Startup,5,7,8,29,1085,2600777.0,2527832.0
Mobile App,SaaS,Low,Enterprise,8,11,14,159,2728,4736796.0,5593276.0
Web App,FinTech,Medium,SMB,11,6,11,26,2904,4472142.0,5561688.0
Mobile App,Manufacturing,Low,Startup,4,8,7,33,1312,1527307.0,1908154.0
ERP,FinTech,Low,Startup,10,9,45,78,3780,5711669.0,5476843.0
ERP,SaaS,High,SMB,29,6,7,38,5220,13693289.0,14721825.0
Web App,Healthcare,Low,Startup,16,13,8,91,7072,7650059.0,8550927.0
Web App,SaaS,Low,SMB,11,2,27,156,682,1758058.0,1999088.0
Mobile App,E-commerce,Medium,Enterprise,13,14,30,20,7826,15127231.0,15997901.0
AI Solution,FinTech,Medium,Startup,20,9,21,108,7740,10384075.0,11579373.0
Web App,SaaS,Low,SMB,17,7,21,85,4403,5089623.0,5078415.0
Web App,Education,High,SMB,4,8,5,134,1184,2517007.0,2758590.0
Web App,Manufacturing,Medium,SMB,26,8,48,159,6240,12170737.0,11781370.0
ERP,FinTech,Low,Startup,5,2,12,41,350,1560220.0,1920823.0
Web App,FinTech,Medium,Startup,22,3,19,182,2178,5792729.0,5914778.0
Web App,Manufacturing,Low,Startup,14,11,36,86,5698,5535257.0,6679441.0
Data Pipeline,E-commerce,Medium,Startup,9,13,38,174,3861,5033747.0,6251972.0
Mobile App,Manufacturing,High,Startup,19,6,7,42,4788,9159062.0,8404127.0
Data Pipeline,Healthcare,Low,SMB,11,5,34,38,1980,4516416.0,4121983.0
Mobile App,Manufacturing,High,Startup,4,9,43,186,1152,2606755.0,2888817.0
Web App,E-commerce,Low,SMB,8,10,16,138,3200,4137291.0,4304583.0
ERP,Healthcare,High,SMB,12,9,30,94,4104,9559764.0,10071238.0
Mobile App,FinTech,Medium,Startup,11,12,25,24,5544,9723154.0,8997765.0
Mobile App,Manufacturing,High,SMB,24,8,38,140,7872,11067620.0,13753169.0
Web App,Education,High,SMB,4,11,47,68,1672,3289654.0,3371772.0
Web App,SaaS,Medium,Startup,20,4,5,78,2480,4841244.0,4975743.0
AI Solution,E-commerce,Low,Startup,22,13,40,145,12584,28355877.0,27950577.0
Mobile App,SaaS,Medium,SMB,8,10,28,78,2800,4458996.0,5065870.0
AI Solution,Healthcare,Low,SMB,28,5,19,191,5180,7996952.0,9533638.0
ERP,SaaS,Low,Startup,29,13,5,130,15457,13544451.0,13057138.0
ERP,SaaS,Medium,SMB,7,2,19,81,434,2843413.0,2736089.0
AI Solution,Manufacturing,Medium,SMB,4,4,11,183,656,2022822.0,2278723.0
Mobile App,FinTech,Medium,Startup,12,12,19,162,6336,7806702.0,9526971.0
AI Solution,Manufacturing,Medium,Startup,28,14,9,149,12544,18762232.0,19022416.0
ERP,Healthcare,Low,SMB,17,13,48,190,8840,11288207.0,11158516.0
AI Solution,SaaS,Low,Startup,13,9,34,184,4446,5129474.0,4956553.0
Mobile App,SaaS,Medium,SMB,25,14,18,102,14000,42417349.0,43070751.0
Web App,Education,High,Startup,19,14,40,104,11172,12022655.0,14541629.0
AI Solution,SaaS,Medium,SMB,9,11,41,32,4158,12561465.0,13575403.0
Data Pipeline,E-commerce,Low,Enterprise,29,7,46,158,6902,14141704.0,13682249.0
Data Pipeline,SaaS,Medium,SMB,17,5,34,132,3740,5091863.0,5368950.0
AI Solution,SaaS,Medium,Startup,27,4,30,72,3456,7752477.0,7406401.0
AI Solution,E-commerce,Low,Startup,27,4,28,32,4320,4797921.0,5802212.0
Mobile App,Healthcare,Medium,Startup,9,8,37,134,2304,4442156.0,4749195.0
Web App,FinTech,High,Enterprise,23,12,47,150,10212,30432341.0,27769044.0
Web App,Education,Medium,Enterprise,15,7,30,28,3465,6210531.0,7648476.0
Web App,SaaS,Medium,SMB,11,11,47,115,5082,8331166.0,7913278.0
Data Pipeline,FinTech,Medium,Enterprise,7,9,36,80,2709,5670519.0,6584272.0
Mobile App,Education,Low,Startup,4,5,35,165,640,1144521.0,1309216.0
Mobile App,E-commerce,Medium,Enterprise,14,14,26,62,5880,13296455.0,13555580.0
Web App,SaaS,High,SMB,6,7,12,168,1428,3168351.0,3446721.0
Data Pipeline,Manufacturing,Medium,Enterprise,25,12,19,143,12300,22618208.0,21660901.0
Mobile App,Education,Medium,Startup,23,9,32,134,6624,9416580.0,9263829.0
Mobile App,E-commerce,High,Startup,11,12,32,65,4620,7261205.0,8772471.0
Web App,E-commerce,Low,SMB,18,11,16,44,8316,8480287.0,8400733.0
AI Solution,SaaS,High,Enterprise,13,3,28,43,1248,6870267.0,6365761.0
AI Solution,Healthcare,Medium,Enterprise,8,12,31,107,3456,9821436.0,9192545.0
Mobile App,Manufacturing,Low,SMB,9,5,5,98,1980,2995317.0,2942223.0
ERP,FinTech,Medium,SMB,11,3,44,20,1386,4530894.0,4871894.0
ERP,E-commerce,Medium,Enterprise,20,3,47,90,1800,7471520.0,7945455.0
Mobile App,Healthcare,Low,Enterprise,26,8,25,139,8112,22000086.0,23994877.0
Web App,E-commerce,Medium,SMB,21,13,38,25,11466,13160236.0,14241240.0
AI Solution,Manufacturing,High,SMB,10,5,7,77,1900,5495785.0,5338199.0
AI Solution,SaaS,Medium,SMB,9,6,44,64,1674,4206386.0,3828325.0
Data Pipeline,Manufacturing,High,SMB,13,7,36,42,2730,6611921.0,7383893.0
Mobile App,Education,Medium,Startup,26,13,49,137,14196,14932843.0,13882550.0
Mobile App,E-commerce,Low,Startup,13,2,19,92,858,2211989.0,2042561.0
Data Pipeline,Healthcare,Medium,SMB,18,8,32,132,4608,8554842.0,9639938.0
AI Solution,FinTech,Low,Startup,27,14,30,134,15120,15296804.0,17920094.0
AI Solution,E-commerce,Medium,Enterprise,4,2,30,63,320,2417088.0,2507472.0
Mobile App,Education,Medium,Enterprise,18,13,13,149,7020,14367008.0,13228109.0
AI Solution,FinTech,Medium,SMB,26,13,42,131,13858,20365687.0,22171133.0
ERP,Healthcare,Medium,Startup,17,11,13,63,6732,12084460.0,11665744.0
ERP,FinTech,Medium,Startup,19,11,13,81,8151,11102920.0,13593365.0
Data Pipeline,SaaS,Low,SMB,5,8,48,71,1720,2435056.0,2340932.0
Web App,Manufacturing,High,SMB,21,12,32,105,9324,19480124.0,22016721.0
ERP,FinTech,Medium,Startup,15,10,38,143,6300,14564776.0,14790281.0
ERP,FinTech,Medium,SMB,27,2,46,170,1782,5983094.0,7341759.0
Data Pipeline,Healthcare,Medium,Startup,26,4,43,130,3120,6918803.0,7713640.0
Data Pipeline,Manufacturing,Low,SMB,7,4,34,50,868,2223122.0,2701237.0
ERP,Healthcare,Low,SMB,15,4,14,33,2400,5567133.0,5152493.0
AI Solution,Healthcare,High,Startup,12,8,20,86,3168,9474653.0,8912708.0
AI Solution,E-commerce,Medium,Enterprise,12,6,7,23,3096,7216750.0,6846270.0
ERP,SaaS,Medium,Enterprise,14,8,24,158,3920,7816574.0,9375018.0
Mobile App,SaaS,Medium,SMB,20,10,35,164,6400,11431887.0,10905128.0
AI Solution,Education,High,Startup,11,6,16,148,2904,4526423.0,5355685.0
Data Pipeline,E-commerce,Medium,Startup,22,13,48,130,11726,13791481.0,13274255.0
Data Pipeline,Education,Medium,Enterprise,24,3,19,98,2520,6295467.0,6834579.0
Web App,FinTech,Low,SMB,7,14,35,66,3038,4704228.0,5187096.0
Mobile App,E-commerce,High,Enterprise,17,14,18,150,7378,20790454.0,24237715.0
ERP,SaaS,High,Enterprise,27,3,45,192,2997,17129687.0,16356657.0
Data Pipeline,FinTech,Medium,SMB,9,4,11,64,1512,4385283.0,4646496.0
Mobile App,SaaS,Medium,Startup,13,9,27,118,4212,6323086.0,7604600.0
ERP,Healthcare,High,Startup,15,8,25,83,4680,13684923.0,13638915.0
Data Pipeline,E-commerce,High,Startup,10,14,5,153,5040,9959629.0,10449123.0
Mobile App,FinTech,Medium,SMB,27,4,8,191,3672,10900107.0,11365338.0
ERP,Education,Medium,Startup,11,8,49,130,3432,7328375.0,7342281.0
Data Pipeline,E-commerce,Medium,SMB,27,7,9,182,6048,10976610.0,12123713.0
Web App,FinTech,High,Enterprise,8,14,26,196,3584,11114034.0,12463635.0
ERP,SaaS,Medium,Enterprise,23,3,21,150,2208,10551491.0,10073200.0
Mobile App,E-commerce,Medium,Enterprise,26,14,24,109,14560,19762530.0,24408292.0
Mobile App,E-commerce,Medium,SMB,5,2,20,175,340,1682106.0,1805554.0
AI Solution,FinTech,Medium,SMB,15,3,27,103,1575,4684957.0,5433487.0
Mobile App,FinTech,Low,Startup,15,2,13,65,1290,2566372.0,2756930.0
Data Pipeline,FinTech,Low,SMB,11,9,27,115,3960,4820047.0,5818157.0
Mobile App,Education,Low,SMB,22,9,38,50,6930,12956266.0,12238115.0
ERP,Healthcare,Medium,Startup,27,11,7,42,11880,18400410.0,17421254.0
AI Solution,SaaS,Low,SMB,8,5,18,128,1720,3691503.0,3954952.0
AI Solution,E-commerce,Medium,Startup,29,10,12,132,10440,15465412.0,16193467.0
Web App,SaaS,Low,Startup,7,5,34,190,1505,1605482.0,1875635.0
ERP,FinTech,Medium,Startup,5,10,49,165,1900,3940425.0,4357636.0
Mobile App,E-commerce,Medium,Startup,6,3,44,105,666,1889779.0,1784649.0
Data Pipeline,SaaS,Medium,Enterprise,12,11,10,117,5280,14311825.0,13666640.0
Data Pipeline,E-commerce,Low,Startup,7,3,18,177,651,1378514.0,1710098.0
Web App,Manufacturing,Low,Enterprise,27,12,36,133,12960,14518571.0,17931938.0
Data Pipeline,SaaS,Medium,Startup,19,14,33,55,8246,10909463.0,11245137.0
Web App,Healthcare,High,Enterprise,20,3,22,83,2340,8873667.0,8357690.0
ERP,Healthcare,Medium,Startup,5,8,11,121,1200,4203050.0,4076183.0
Web App,Healthcare,Medium,Startup,7,5,5,117,1540,3153293.0,2905074.0
Mobile App,Manufacturing,Medium,SMB,24,7,41,21,6384,9601821.0,9354810.0
Data Pipeline,Education,Medium,Startup,21,6,14,160,5166,5618038.0,6749434.0
Web App,SaaS,Low,SMB,17,2,49,110,1258,2521999.0,2760956.0
Mobile App,SaaS,High,SMB,11,9,43,104,3069,7803277.0,7536828.0
ERP,Education,High,Startup,18,3,43,89,1944,5250713.0,5366375.0
AI Solution,SaaS,Low,SMB,24,9,21,165,6696,11750782.0,12504962.0
ERP,FinTech,Medium,SMB,24,10,32,183,7440,13672458.0,17038811.0
Mobile App,Manufacturing,Low,SMB,15,4,23,92,2160,3867706.0,3643712.0
ERP,FinTech,Medium,SMB,11,6,19,147,2112,5021513.0,6147832.0
Mobile App,Manufacturing,High,SMB,25,8,48,55,6400,13433574.0,14101235.0
AI Solution,Healthcare,High,Enterprise,7,4,14,121,1092,6197364.0,5833971.0
ERP,E-commerce,Low,Enterprise,7,10,32,61,2380,5833020.0,5608758.0
Mobile App,Healthcare,Medium,Enterprise,5,4,5,49,780,3275294.0,3096303.0
AI Solution,Healthcare,Medium,SMB,21,2,19,169,1596,4785060.0,4854284.0
ERP,Healthcare,Low,Startup,25,6,30,127,6000,7697892.0,8788425.0
AI Solution,Education,Low,Startup,22,12,20,106,10824,10661801.0,9776097.0
ERP,SaaS,Low,Startup,21,3,6,84,2079,7602335.0,8733211.0
ERP,Manufacturing,Low,Startup,23,7,10,94,5152,9188887.0,10690716.0
Web App,Manufacturing,Medium,Startup,18,14,35,40,8064,10189317.0,11455401.0
AI Solution,E-commerce,High,Enterprise,15,2,24,196,1020,8262103.0,7842288.0
Mobile App,Manufacturing,Medium,Startup,19,13,12,28,7904,10534868.0,10939823.0
Data Pipeline,Healthcare,Low,Startup,14,14,49,98,6860,8918079.0,9064411.0
Mobile App,Education,Medium,SMB,17,9,32,67,5202,7702276.0,7055856.0
Data Pipeline,Education,Medium,Startup,14,8,49,87,4816,4557918.0,5201166.0
Web App,SaaS,Medium,SMB,10,8,13,22,3440,4168350.0,4570667.0
Data Pipeline,Manufacturing,Medium,Startup,14,2,38,166,1008,2832174.0,2913859.0
Data Pipeline,Healthcare,High,SMB,20,11,38,178,7700,19470980.0,18963479.0
AI Solution,SaaS,High,SMB,9,8,44,82,2232,6621911.0,6373508.0
AI Solution,Manufacturing,High,Startup,12,2,42,155,960,3652060.0,3887811.0
Data Pipeline,SaaS,Low,Enterprise,17,6,20,193,4386,8974887.0,10256295.0
Web App,Manufacturing,Low,SMB,14,9,6,190,3906,6719180.0,6212756.0
Mobile App,Manufacturing,High,SMB,27,13,36,126,10881,21733075.0,24270236.0
Mobile App,Healthcare,Medium,Enterprise,19,11,43,34,8778,16446520.0,18019275.0
Mobile App,Manufacturing,High,SMB,8,13,11,32,3120,8756614.0,8231471.0
Mobile App,SaaS,Medium,SMB,22,2,38,54,1408,4109308.0,3987446.0
Web App,FinTech,Medium,Startup,4,6,14,172,792,2053486.0,2388226.0
ERP,Education,Medium,Enterprise,5,4,41,44,700,3070577.0,2877962.0
Data Pipeline,SaaS,Medium,SMB,11,4,6,163,1408,2935822.0,3344906.0
Mobile App,E-commerce,Medium,Startup,7,10,40,48,2870,4606150.0,5379786.0
ERP,Education,Medium,Startup,12,2,5,61,864,3045535.0,2982173.0
ERP,Education,Medium,Startup,10,4,11,147,1360,2793569.0,3310258.0
Data Pipeline,E-commerce,High,Startup,12,2,24,52,888,3333272.0,3733068.0
Data Pipeline,Healthcare,High,SMB,16,14,9,77,8960,16188561.0,18132819.0
Web App,Manufacturing,High,SMB,24,5,5,30,4680,8077143.0,9594727.0
ERP,SaaS,Medium,Startup,20,7,13,97,6020,9132943.0,8461846.0
Mobile App,FinTech,Low,Startup,29,3,45,191,3654,6103794.0,6393276.0
AI Solution,Healthcare,Medium,SMB,5,4,5,110,700,3360512.0,3270499.0
Web App,Manufacturing,Medium,Enterprise,19,7,15,181,3990,11949801.0,10968899.0
Data Pipeline,Education,High,SMB,29,8,20,44,8352,14149732.0,15703182.0
Web App,Education,Medium,Enterprise,8,12,38,158,2880,4885600.0,5933210.0
Mobile App,Education,High,Enterprise,22,12,37,146,11088,17209292.0,19107686.0
Web App,Healthcare,Medium,Startup,23,10,30,123,7590,14722057.0,13641470.0
AI Solution,SaaS,Medium,Startup,25,3,8,165,2850,4667346.0,5747541.0
Mobile App,E-commerce,High,Startup,5,8,29,154,1280,3664819.0,3768295.0
Data Pipeline,Education,Low,Startup,24,4,8,152,2976,3633740.0,4420863.0
AI Solution,E-commerce,Medium,SMB,29,2,18,146,2030,7468134.0,6824730.0
Data Pipeline,Healthcare,Low,SMB,13,10,27,97,5200,6678783.0,6386099.0
Data Pipeline,SaaS,Medium,Startup,29,14,46,42,17458,21560272.0,20642924.0
Mobile App,Manufacturing,Low,SMB,9,10,9,78,3870,8342242.0,8443086.0
AI Solution,FinTech,Low,Startup,16,7,24,132,4032,6093741.0,6777574.0
Web App,FinTech,Low,Startup,17,6,29,36,3774,5943899.0,6228557.0
ERP,SaaS,High,Enterprise,12,8,5,115,3552,8242360.0,10302020.0
Web App,Education,Medium,Startup,22,3,24,49,2442,4290992.0,4211472.0
ERP,Education,Medium,SMB,16,2,37,152,1312,3214092.0,3835874.0
AI Solution,E-commerce,Medium,Enterprise,4,10,32,149,1720,3967421.0,4392900.0
ERP,Manufacturing,Low,Startup,13,12,23,33,5304,7037458.0,7310805.0
Web App,Manufacturing,Medium,Startup,14,14,42,85,5880,8865038.0,9775375.0
ERP,Healthcare,Medium,Startup,16,5,26,41,2400,5168473.0,6186295.0
ERP,E-commerce,Medium,SMB,29,6,31,188,6960,13242411.0,12128187.0
Web App,E-commerce,High,SMB,12,8,8,29,4224,8327175.0,8329387.0
Web App,Education,Low,SMB,20,3,21,85,1920,3984932.0,4755368.0
ERP,Education,High,SMB,12,13,30,34,6552,25936015.0,26447138.0
Web App,Manufacturing,Medium,SMB,7,4,28,186,924,1887693.0,2306723.0
Mobile App,Education,High,Startup,6,13,37,119,3354,3804075.0,4506787.0
ERP,Manufacturing,High,Startup,17,13,8,129,7072,17112194.0,19376356.0
ERP,E-commerce,Medium,Startup,17,4,23,167,2584,6193081.0,5889829.0
AI Solution,Manufacturing,Medium,SMB,6,3,45,169,630,2138786.0,2390983.0
Web App,E-commerce,Medium,Startup,11,7,49,186,2772,3811870.0,4364830.0
ERP,Healthcare,Medium,Startup,13,10,48,146,5070,9125272.0,8490224.0
ERP,Manufacturing,High,Startup,16,10,11,106,6400,9829137.0,11565292.0
AI Solution,SaaS,High,Startup,28,13,26,160,15288,22042054.0,23156537.0
AI Solution,Healthcare,Medium,Enterprise,22,8,5,60,7392,14630762.0,16139494.0
Data Pipeline,FinTech,Low,SMB,25,8,27,173,6000,9740694.0,12155439.0
Web App,Healthcare,Medium,Startup,25,10,26,37,7750,11966124.0,13986192.0
Mobile App,FinTech,Medium,Enterprise,12,3,34,30,1548,5977739.0,7078421.0
Data Pipeline,Healthcare,Medium,Enterprise,20,14,28,138,12320,20832253.0,22345865.0
Web App,E-commerce,High,SMB,4,5,42,27,780,2712921.0,2602804.0
Web App,Education,Low,Startup,5,5,40,163,1100,1136309.0,1391356.0
Web App,E-commerce,High,Startup,24,12,23,196,9504,20696535.0,20151993.0
ERP,SaaS,Medium,Enterprise,14,9,41,122,4410,11137551.0,11116399.0
ERP,SaaS,Low,Enterprise,26,9,11,152,10296,14601109.0,13568380.0
Web App,E-commerce,Medium,Startup,19,8,11,167,5776,8486327.0,7749673.0
ERP,SaaS,Low,SMB,20,3,10,141,2400,5149067.0,5528666.0
ERP,FinTech,Medium,Startup,19,6,45,64,4446,7925777.0,9434992.0
Data Pipeline,Healthcare,Low,Startup,15,13,42,31,7215,6572777.0,8151531.0
AI Solution,Manufacturing,High,Startup,19,4,35,172,2508,7104597.0,6770527.0
Data Pipeline,Manufacturing,Medium,Enterprise,11,9,43,38,4257,6415348.0,7535784.0
